idx,seq,group,emerg,weight,size(ft)
1,1,0,0,16.08,20
2,2,0,0,8.4,20
3,3,0,0,18.61,20
4,4,0,0,6.77,20
5,5,0,0,21.38,20
6,6,0,0,18.9,20
7,7,0,0,8.53,20
8,8,0,0,20.53,20
9,9,0,0,10.17,20
10,10,0,0,22.03,20
11,11,0,0,23.19,20
12,12,0,0,7.25,20
13,13,0,0,9.67,20
14,14,0,0,7.19,20
15,15,0,0,18.01,20
16,16,0,0,22.78,20
17,17,0,0,5.22,20
18,18,0,0,7.57,20
19,19,0,0,13.47,20
20,20,0,0,22.12,20
21,21,0,0,6.53,20
22,22,0,0,7.48,20
23,23,0,0,10.15,20
24,24,0,0,6.97,20
25,25,0,0,11.23,20
