idx,seq,group,emerg,weight,size(ft)
1,1,0,0,11.1,20
2,2,0,0,9.21,20
3,3,0,0,11.39,20
4,4,0,0,16.61,20
5,5,0,0,20.3,20
6,6,0,0,10.83,20
7,7,0,0,19.08,20
8,8,0,0,15.38,20
9,9,0,0,15.84,20
10,10,0,0,8.85,20
11,11,0,0,9.85,20
12,12,0,0,13.87,20
13,13,0,0,6.91,20
14,14,0,0,6.25,20
15,15,0,0,12.91,20
16,16,0,0,19.35,20
17,17,0,0,16.96,20
18,18,0,0,13.49,20
19,19,0,0,12.22,20
20,20,0,0,17.33,20
21,21,0,0,8.51,20
22,22,0,0,11.93,20
23,23,0,0,6.95,20
24,24,0,0,8.32,20
25,25,0,0,12.11,20
