idx,seq,group,emerg,weight,size(ft)
1,1,0,0,17.34,20
2,2,0,0,11.87,20
3,3,0,0,23.68,20
4,4,0,0,21.24,20
5,5,0,0,8.75,20
6,6,0,0,13.49,20
7,7,0,0,19.15,20
8,8,0,0,15.73,20
9,9,0,0,15.14,20
10,10,0,0,7.22,20
11,11,0,0,10.98,20
12,12,0,0,8.8,20
13,13,0,0,17.84,20
14,14,0,0,8.44,20
15,15,0,0,23.92,20
16,16,0,0,7.33,20
17,17,0,0,5.0,20
18,18,0,0,15.7,20
19,19,0,0,9.3,20
20,20,0,0,23.96,20
21,21,0,0,10.33,20
22,22,0,0,17.31,20
23,23,0,0,10.14,20
24,24,0,0,23.03,20
25,25,0,0,19.7,20
