idx,seq,group,emerg,weight,size(ft)
1,1,0,0,16.65,20
2,2,0,0,14.89,20
3,3,0,0,15.03,20
4,4,0,0,12.49,20
5,5,0,0,18.45,20
6,6,0,0,22.31,20
7,7,0,0,13.67,20
8,8,0,0,18.27,20
9,9,0,0,23.81,20
10,10,0,0,10.84,20
11,11,0,0,13.05,20
12,12,0,0,17.42,20
13,13,0,0,13.66,20
14,14,0,0,7.09,20
15,15,0,0,20.0,20
16,16,0,0,11.19,20
17,17,0,0,12.77,20
18,18,0,0,10.73,20
19,19,0,0,13.56,20
20,20,0,0,13.76,20
21,21,0,0,10.51,20
22,22,0,0,13.31,20
23,23,0,0,8.82,20
24,24,0,0,5.27,20
25,25,0,0,22.93,20
