idx,seq,group,emerg,weight,size(ft)
1,1,0,0,20.36,20
2,2,0,0,19.04,20
3,3,0,0,13.35,20
4,4,0,0,23.58,20
5,5,0,0,10.44,20
6,6,0,0,5.47,20
7,7,0,0,7.08,20
8,8,0,0,14.26,20
9,9,0,0,14.44,20
10,10,0,0,23.24,20
11,11,0,0,6.42,20
12,12,0,0,9.11,20
13,13,0,0,8.58,20
14,14,0,0,15.8,20
15,15,0,0,22.21,20
16,16,0,0,20.5,20
17,17,0,0,8.53,20
18,18,0,0,20.91,20
19,19,0,0,8.15,20
20,20,0,0,12.05,20
21,21,0,0,21.75,20
22,22,0,0,14.23,20
23,23,0,0,10.27,20
24,24,0,0,21.02,20
25,25,0,0,19.25,20
