idx,seq,group,emerg,weight,size(ft)
1,1,0,0,5.45,20
2,2,0,0,14.84,20
3,3,0,0,8.07,20
4,4,0,0,8.03,20
5,5,0,0,8.15,20
6,6,0,0,11.45,20
7,7,0,0,13.69,20
8,8,0,0,9.29,20
9,9,0,0,12.93,20
10,10,0,0,16.44,20
11,11,0,0,13.62,20
12,12,0,0,13.02,20
13,13,0,0,21.71,20
14,14,0,0,18.79,20
15,15,0,0,8.19,20
16,16,0,0,6.31,20
17,17,0,0,7.32,20
18,18,0,0,10.97,20
19,19,0,0,11.19,20
20,20,0,0,10.16,20
21,21,0,0,10.71,20
22,22,0,0,20.23,20
23,23,0,0,10.35,20
24,24,0,0,17.22,20
25,25,0,0,12.58,20
