idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,3,0,0,18.47,0,18.47,0,1.0,20
2,1,0,0,16.23,0,16.23,0,1.0,20
3,6,0,0,9.84,0,9.84,0,0,20
4,3,0,1,22.29,0,22.29,0,1.0,20
5,2,0,0,8.75,0,8.75,0,0,20
6,4,0,0,7.25,0,7.25,0,1.0,20
7,4,0,1,6.23,0,6.23,0,1.0,20
8,5,0,0,5.88,0,5.88,0,0,20
9,1,0,1,20.65,0,20.65,0,1.0,20
10,5,0,1,19.24,0,19.24,0,0,20
11,2,0,1,9.01,0,9.01,1,1.0,20
12,2,0,2,10.76,0,10.76,2,1.0,20
13,6,0,1,22.75,0,22.75,3,0,20
14,1,0,2,6.86,0,6.86,4,1.0,20
15,3,0,2,13.76,0,13.76,5,1.0,20
