idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,4,0,0,15.47,0,0,0,20
2,5,0,0,17.69,0,0,0,20
3,2,0,0,22.56,0,0,1.0,20
4,6,0,0,19.86,1,0,0,20
5,1,0,0,5.04,2,0,0,20
6,6,0,1,23.42,3,0,0,20
7,3,0,0,8.09,4,0,0,20
8,5,0,1,17.88,5,0,0,20
9,4,0,1,17.32,6,0,0,20
10,5,0,2,21.5,7,0,0,20
11,3,0,1,10.73,8,0,0,20
12,1,0,1,7.05,9,0,0,20
13,4,0,2,21.22,10,0,0,20
14,2,0,1,15.7,11,0,1.0,20
15,3,0,2,13.35,12,0,0,20
16,1,0,2,8.13,13,0,0,20
17,3,0,3,13.89,14,0,0,20
18,3,0,4,17.93,15,0,0,20
19,2,0,2,7.61,16,0,1.0,20
20,1,0,3,13.63,17,0,0,20
