idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,3,0,0,17.26,0,17.26,1,1.0,20
2,6,0,0,19.24,0,19.24,2,0,20
3,3,0,1,14.25,0,14.25,3,1.0,20
4,2,0,0,13.95,0,13.95,4,1.0,20
5,4,0,0,14.56,0,14.56,5,1.0,20
6,6,0,1,22.91,0,22.91,6,1.0,20
7,6,0,2,23.73,0,23.73,7,1.0,20
8,3,0,2,12.79,0,12.79,8,1.0,20
9,5,0,0,14.45,0,14.45,9,0,20
10,1,0,0,5.99,0,5.99,10,1.0,20
11,6,0,3,21.96,0,21.96,11,1.0,20
12,5,0,1,20.55,0,20.55,12,1.0,20
13,3,0,3,12.71,0,12.71,13,1.0,20
14,5,0,2,19.78,0,19.78,14,1.0,20
15,2,0,1,9.58,0,9.58,15,1.0,20
16,3,0,4,18.43,0,18.43,16,1.0,20
17,2,0,2,10.12,0,10.12,17,1.0,20
18,1,0,1,9.5,0,9.5,18,1.0,20
19,4,0,1,16.19,0,16.19,19,1.0,20
20,1,0,2,5.02,0,5.02,20,1.0,20
21,4,0,2,14.69,0,14.69,21,1.0,20
22,5,0,3,23.29,0,23.29,22,1.0,20
23,5,0,4,22.44,0,22.44,23,1.0,20
24,2,0,3,18.22,0,18.22,24,1.0,20
25,4,0,3,19.9,0,19.9,25,1.0,20
26,1,0,3,9.64,0,9.64,26,1.0,20
27,2,0,4,9.74,0,9.74,27,1.0,20
