idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,4,0,0,7.25,1,0,0,20
2,4,0,1,21.26,2,0,0,20
3,4,0,2,21.39,3,0,0,20
4,4,0,3,21.64,4,0,0,20
5,4,0,4,23.91,5,0,0,20
6,6,0,0,20.94,6,0,0,20
7,5,0,0,16.44,7,0,0,20
8,3,0,0,5.3,8,0,0,20
9,6,0,1,21.39,9,0,0,20
10,5,0,1,19.08,10,0,0,20
11,3,0,1,8.64,11,0,0,20
12,3,0,2,13.65,12,0,0,20
13,6,0,2,23.87,13,0,0,20
14,2,0,0,7.36,14,0,0,20
15,5,0,2,19.66,15,0,0,20
16,1,0,0,5.53,16,0,0,20
17,5,0,3,22.5,17,0,0,20
18,2,0,1,8.11,18,0,0,20
19,2,0,2,11.42,19,0,0,20
20,3,0,3,16.39,20,0,0,20
21,1,0,1,7.63,21,0,0,20
22,2,0,3,13.43,22,0,0,20
23,3,0,4,18.83,23,0,0,20
24,5,0,4,23.17,24,0,0,20
25,1,0,2,12.02,25,0,0,20
