idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,6,0,0,22.73,1,0,1.0,20
2,3,0,0,11.23,2,0,0,20
3,5,0,0,17.63,3,0,0,20
4,5,0,1,20.29,4,0,0,20
5,3,0,1,11.37,5,0,0,20
6,3,0,2,16.65,6,0,0,20
7,4,0,0,7.85,7,0,0,20
8,3,0,3,20.11,8,0,0,20
9,4,0,1,15.79,9,0,0,20
10,5,0,2,22.85,10,0,0,20
11,4,0,2,18.54,11,0,0,20
12,2,0,0,7.67,12,0,0,20
13,3,0,4,24.0,13,0,0,20
14,1,0,0,6.18,14,0,0,20
15,6,0,1,10.76,15,0,1.0,20
16,4,0,3,20.04,16,0,0,20
17,1,0,1,9.19,17,0,0,20
18,2,0,1,8.19,18,0,0,20
19,2,0,2,8.73,19,0,0,20
20,2,0,3,13.66,20,0,0,20
21,2,0,4,17.84,21,0,0,20
22,5,0,3,23.01,22,0,0,20
23,1,0,2,10.44,23,0,0,20
24,6,0,2,5.06,24,0,1.0,20
25,4,0,4,20.45,25,0,0,20
