idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,6,0,0,16.87,1,0,0,20
2,4,0,0,13.29,2,0,0,20
3,3,0,0,6.28,3,0,0,20
4,6,0,1,22.24,4,0,0,20
5,6,0,2,23.5,5,0,0,20
6,2,0,0,5.03,6,0,0,20
7,4,0,1,15.05,7,0,0,20
8,3,0,1,10.17,8,0,0,20
9,6,0,3,23.83,9,0,0,20
10,5,0,0,9.85,10,0,0,20
11,5,0,1,19.73,11,0,0,20
12,5,0,2,19.98,12,0,0,20
13,3,0,2,11.24,13,0,0,20
14,4,0,2,16.1,14,0,0,20
15,2,0,1,9.65,15,0,1.0,20
16,5,0,3,23.67,16,0,0,20
17,2,0,2,12.3,17,0,1.0,20
18,4,0,3,22.69,18,0,0,20
19,1,0,0,5.19,19,0,0,20
20,1,0,1,5.5,20,0,0,20
21,1,0,2,6.79,21,0,0,20
22,3,0,3,12.25,22,0,0,20
23,2,0,3,5.42,23,0,1.0,20
24,3,0,4,21.93,24,0,0,20
25,1,0,3,6.81,25,0,0,20
