idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,6,0,0,7.87,0,0,0,20
2,5,0,0,9.08,0,0,0,20
3,3,0,0,19.26,0,0,0,20
4,4,0,0,20.69,0,0,0,20
5,2,0,0,6.21,0,0,0,20
6,3,0,1,19.46,1,0,0,20
7,2,0,4,11.79,2,0,0,20
8,1,0,0,5.41,3,0,0,20
9,1,0,1,7.0,4,0,0,20
10,2,0,1,7.77,5,0,0,20
11,5,0,1,13.83,6,0,0,20
12,1,0,4,18.49,7,0,0,20
13,5,0,3,14.54,8,0,0,20
14,1,0,3,7.91,9,0,0,20
15,4,0,1,20.87,10,0,0,20
16,4,0,2,21.29,11,0,0,20
17,4,0,3,22.45,12,0,0,20
18,6,0,2,23.06,13,0,0,20
19,1,0,2,7.43,14,0,0,20
20,5,0,2,13.99,15,0,0,20
21,2,0,3,10.92,16,0,0,20
22,6,0,1,16.54,17,0,0,20
23,4,0,4,23.84,18,0,0,20
24,2,0,2,7.95,19,0,0,20
25,3,0,2,19.73,20,0,0,20
