idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,2,0,0,9.62,0,0,0,20
2,6,0,0,5.58,0,0,0,20
3,3,0,0,6.8,0,0,0,20
4,4,0,0,14.37,0,0,0,20
5,3,0,1,9.77,0,0,0,20
6,5,0,1,19.15,1,0,0,20
7,5,0,3,23.04,2,0,0,20
8,3,0,4,15.33,3,0,0,20
9,1,0,0,7.26,4,0,0,20
10,6,0,2,21.85,5,0,0,20
11,4,0,1,16.81,6,0,0,20
12,1,0,1,7.97,7,0,0,20
13,2,0,1,10.92,8,0,0,20
14,2,0,3,18.76,9,0,0,20
15,4,0,3,18.28,10,0,0,20
16,3,0,3,15.13,11,0,0,20
17,2,0,2,13.13,12,0,0,20
18,6,0,1,16.65,13,0,0,20
19,4,0,4,23.28,14,0,0,20
20,1,0,3,9.52,15,0,0,20
21,3,0,2,14.86,16,0,0,20
22,5,0,2,22.3,17,0,0,20
23,1,0,2,8.74,18,0,0,20
24,4,0,2,17.0,19,0,0,20
25,5,0,0,19.15,20,0,0,20
