idx,seq,group,emerg,weight,size(ft)
6,1,0,0,6.42,20
7,2,0,0,11.49,20
8,3,0,0,18.42,20
9,4,0,0,20.05,20
10,5,0,0,8.85,20
11,6,0,0,6.67,20
12,7,0,0,13.14,20
13,8,0,0,11.98,20
14,9,0,0,23.5,20
15,10,0,0,16.42,20
16,11,0,0,18.08,20
17,12,0,0,7.35,20
18,13,0,0,22.42,20
19,14,0,0,10.12,20
20,15,0,0,20.28,20
21,16,0,0,8.33,20
22,17,0,0,10.28,20
23,18,0,0,8.06,20
24,19,0,0,9.2,20
25,20,0,0,22.84,20
26,21,0,0,10.58,20
27,22,0,0,20.79,20
28,23,0,0,5.81,20
29,24,0,0,17.71,20
30,25,0,0,19.14,20
31,26,0,0,15.08,20
32,27,0,0,20.07,20
33,28,0,0,18.44,20
34,29,0,0,13.68,20
35,30,0,0,7.44,20
36,31,0,0,20.64,20
37,32,0,0,8.39,20
38,33,0,0,14.21,20
39,34,0,0,10.07,20
40,35,0,0,18.5,20
41,36,0,0,19.74,20
42,37,0,0,14.22,20
43,38,0,0,14.07,20
44,39,0,0,23.58,20
45,40,0,0,7.45,20
46,41,0,0,14.53,20
47,42,0,0,7.73,20
48,43,0,0,23.88,20
49,44,0,0,7.86,20
50,45,0,0,19.87,20
