idx,seq,group,emerg,weight,size(ft)
6,1,0,0,10.71,20
7,2,0,0,10.3,20
8,3,0,0,23.81,20
9,4,0,0,22.62,20
10,5,0,0,11.63,20
11,6,0,0,8.79,20
12,7,0,0,11.39,20
13,8,0,0,5.34,20
14,9,0,0,8.56,20
15,10,0,0,21.34,20
16,11,0,0,14.67,20
17,12,0,0,5.37,20
18,13,0,0,7.86,20
19,14,0,0,13.75,20
20,15,0,0,19.87,20
21,16,0,0,23.83,20
22,17,0,0,23.45,20
23,18,0,0,17.1,20
24,19,0,0,7.34,20
25,20,0,0,22.09,20
26,21,0,0,22.75,20
27,22,0,0,13.6,20
28,23,0,0,18.68,20
29,24,0,0,22.34,20
30,25,0,0,10.76,20
31,26,0,0,9.28,20
32,27,0,0,9.79,20
33,28,0,0,9.0,20
34,29,0,0,7.51,20
35,30,0,0,13.67,20
36,31,0,0,6.87,20
37,32,0,0,5.85,20
38,33,0,0,15.67,20
39,34,0,0,15.69,20
40,35,0,0,13.28,20
41,36,0,0,5.62,20
42,37,0,0,17.37,20
43,38,0,0,6.87,20
44,39,0,0,6.72,20
45,40,0,0,11.36,20
46,41,0,0,13.09,20
47,42,0,0,16.75,20
48,43,0,0,18.77,20
49,44,0,0,11.32,20
50,45,0,0,13.66,20
