idx,seq,group,emerg,weight,size(ft)
6,1,0,0,8.2,20
7,2,0,0,19.5,20
8,3,0,0,6.89,20
9,4,0,0,18.11,20
10,5,0,0,20.97,20
11,6,0,0,8.5,20
12,7,0,0,7.53,20
13,8,0,0,16.78,20
14,9,0,0,20.33,20
15,10,0,0,15.47,20
16,11,0,0,14.72,20
17,12,0,0,14.39,20
18,13,0,0,18.31,20
19,14,0,0,19.51,20
20,15,0,0,6.98,20
21,16,0,0,5.18,20
22,17,0,0,13.05,20
23,18,0,0,22.82,20
24,19,0,0,14.03,20
25,20,0,0,22.77,20
26,21,0,0,19.37,20
27,22,0,0,15.04,20
28,23,0,0,15.33,20
29,24,0,0,18.77,20
30,25,0,0,22.13,20
31,26,0,0,22.74,20
32,27,0,0,5.28,20
33,28,0,0,17.48,20
34,29,0,0,16.43,20
35,30,0,0,5.15,20
36,31,0,0,20.1,20
37,32,0,0,21.4,20
38,33,0,0,7.33,20
39,34,0,0,15.57,20
40,35,0,0,11.95,20
41,36,0,0,23.01,20
42,37,0,0,17.83,20
43,38,0,0,10.72,20
44,39,0,0,7.9,20
45,40,0,0,18.49,20
46,41,0,0,10.34,20
47,42,0,0,13.71,20
48,43,0,0,14.75,20
49,44,0,0,13.56,20
50,45,0,0,19.71,20
