idx,seq,group,emerg,weight,size(ft)
6,1,0,0,8.67,20
7,2,0,0,12.55,20
8,3,0,0,20.21,20
9,4,0,0,14.6,20
10,5,0,0,9.39,20
11,6,0,0,7.95,20
12,7,0,0,21.9,20
13,8,0,0,17.81,20
14,9,0,0,11.31,20
15,10,0,0,5.49,20
16,11,0,0,8.42,20
17,12,0,0,5.5,20
18,13,0,0,18.66,20
19,14,0,0,21.12,20
20,15,0,0,22.71,20
21,16,0,0,20.84,20
22,17,0,0,14.26,20
23,18,0,0,22.17,20
24,19,0,0,10.8,20
25,20,0,0,12.46,20
26,21,0,0,8.23,20
27,22,0,0,8.82,20
28,23,0,0,9.18,20
29,24,0,0,12.2,20
30,25,0,0,18.91,20
31,26,0,0,23.27,20
32,27,0,0,18.98,20
33,28,0,0,20.24,20
34,29,0,0,10.87,20
35,30,0,0,14.6,20
36,31,0,0,9.78,20
37,32,0,0,14.52,20
38,33,0,0,6.82,20
39,34,0,0,19.28,20
40,35,0,0,16.19,20
41,36,0,0,5.29,20
42,37,0,0,23.6,20
43,38,0,0,18.46,20
44,39,0,0,23.43,20
45,40,0,0,11.26,20
46,41,0,0,8.63,20
47,42,0,0,14.34,20
48,43,0,0,8.55,20
49,44,0,0,6.15,20
50,45,0,0,23.52,20
