idx,seq,priority,emerg,weight,size(ft)
6,1,0,0,13.61,20
7,2,0,0,5.5,20
8,3,0,0,11.22,20
9,4,0,0,22.94,20
10,5,0,0,6.64,20
11,6,0,0,11.76,20
12,7,0,0,15.82,20
13,8,0,0,19.73,20
14,9,0,0,14.34,20
15,10,0,0,10.34,20
16,11,0,0,22.06,20
17,12,0,0,11.17,20
18,13,0,0,22.31,20
19,14,0,0,10.63,20
20,15,0,0,22.64,20
21,16,0,0,16.89,20
22,17,0,0,22.56,20
23,18,0,0,5.02,20
24,19,0,0,5.94,20
25,20,0,0,11.66,20
26,21,0,0,22.81,20
27,22,0,0,7.03,20
28,23,0,0,21.27,20
29,24,0,0,22.35,20
30,25,0,0,6.9,20
31,26,0,0,19.23,20
32,27,0,0,7.42,20
33,28,0,0,17.74,20
34,29,0,0,9.99,20
35,30,0,0,13.83,20
36,31,0,0,16.89,20
37,32,0,0,14.41,20
38,33,0,0,20.19,20
39,34,0,0,12.33,20
40,35,0,0,10.56,20
41,36,0,0,23.09,20
42,37,0,0,23.06,20
43,38,0,0,16.15,20
44,39,0,0,5.25,20
45,40,0,0,9.18,20
46,41,0,0,9.36,20
47,42,0,0,9.42,20
48,43,0,0,13.02,20
49,44,0,0,9.17,20
50,45,0,0,20.98,20
