idx,seq,group,emerg,weight,size(ft)
6,1,0,0,10.53,20
7,2,0,0,5.82,20
8,3,0,0,6.65,20
9,4,0,0,21.9,20
10,5,0,0,17.16,20
11,6,0,0,7.36,20
12,7,0,0,6.96,20
13,8,0,0,10.91,20
14,9,0,0,10.28,20
15,10,0,0,23.03,20
16,11,0,0,5.26,20
17,12,0,0,23.91,20
18,13,0,0,5.55,20
19,14,0,0,21.33,20
20,15,0,0,16.53,20
21,16,0,0,20.76,20
22,17,0,0,14.42,20
23,18,0,0,13.83,20
24,19,0,0,15.38,20
25,20,0,0,10.44,20
26,21,0,0,16.71,20
27,22,0,0,9.46,20
28,23,0,0,20.62,20
29,24,0,0,16.35,20
30,25,0,0,12.1,20
31,26,0,0,17.03,20
32,27,0,0,11.45,20
33,28,0,0,5.5,20
34,29,0,0,14.17,20
35,30,0,0,7.12,20
36,31,0,0,10.2,20
37,32,0,0,14.73,20
38,33,0,0,16.93,20
39,34,0,0,9.98,20
40,35,0,0,6.42,20
41,36,0,0,23.55,20
42,37,0,0,5.87,20
43,38,0,0,20.47,20
44,39,0,0,13.91,20
45,40,0,0,22.21,20
46,41,0,0,20.35,20
47,42,0,0,23.29,20
48,43,0,0,16.93,20
49,44,0,0,5.47,20
50,45,0,0,23.52,20
