idx,seq,group,emerg,weight,size(ft)
6,1,0,0,5.89,20
7,2,0,0,21.19,20
8,3,0,0,17.48,20
9,4,0,0,19.06,20
10,5,0,0,13.53,20
11,6,0,0,8.07,20
12,7,0,0,13.82,20
13,8,0,0,17.5,20
14,9,0,0,7.61,20
15,10,0,0,14.28,20
16,11,0,0,15.44,20
17,12,0,0,19.78,20
18,13,0,0,18.78,20
19,14,0,0,10.04,20
20,15,0,0,16.93,20
21,16,0,0,9.57,20
22,17,0,0,23.02,20
23,18,0,0,23.71,20
24,19,0,0,12.73,20
25,20,0,0,13.4,20
26,21,0,0,20.83,20
27,22,0,0,5.09,20
28,23,0,0,5.84,20
29,24,0,0,17.27,20
30,25,0,0,13.28,20
31,26,0,0,6.13,20
32,27,0,0,21.36,20
33,28,0,0,7.04,20
34,29,0,0,21.49,20
35,30,0,0,8.11,20
36,31,0,0,14.44,20
37,32,0,0,16.25,20
38,33,0,0,8.32,20
39,34,0,0,17.95,20
40,35,0,0,16.24,20
41,36,0,0,5.65,20
42,37,0,0,6.62,20
43,38,0,0,16.86,20
44,39,0,0,13.34,20
45,40,0,0,5.93,20
46,41,0,0,9.95,20
47,42,0,0,13.31,20
48,43,0,0,16.88,20
49,44,0,0,7.93,20
50,45,0,0,9.67,20
