idx,seq,group,emerg,weight,size(ft)
6,1,0,0,8.37,20
7,2,0,0,23.95,20
8,3,0,0,19.1,20
9,4,0,0,22.63,20
10,5,0,0,11.02,20
11,6,0,0,11.07,20
12,7,0,0,10.07,20
13,8,0,0,7.05,20
14,9,0,0,21.98,20
15,10,0,0,12.03,20
16,11,0,0,21.9,20
17,12,0,0,11.11,20
18,13,0,0,16.94,20
19,14,0,0,21.78,20
20,15,0,0,11.51,20
21,16,0,0,21.87,20
22,17,0,0,8.24,20
23,18,0,0,11.51,20
24,19,0,0,18.45,20
25,20,0,0,5.51,20
26,21,0,0,6.68,20
27,22,0,0,16.38,20
28,23,0,0,5.16,20
29,24,0,0,23.17,20
30,25,0,0,13.58,20
31,26,0,0,9.6,20
32,27,0,0,20.56,20
33,28,0,0,14.29,20
34,29,0,0,8.45,20
35,30,0,0,16.69,20
36,31,0,0,14.89,20
37,32,0,0,17.72,20
38,33,0,0,11.23,20
39,34,0,0,12.42,20
40,35,0,0,14.83,20
41,36,0,0,5.07,20
42,37,0,0,10.21,20
43,38,0,0,15.22,20
44,39,0,0,6.39,20
45,40,0,0,16.39,20
46,41,0,0,13.21,20
47,42,0,0,17.41,20
48,43,0,0,9.46,20
49,44,0,0,15.21,20
50,45,0,0,22.98,20
