idx,seq,group,emerg,weight,size(ft)
6,1,0,0,22.56,20
7,2,0,0,20.23,20
8,3,0,0,8.24,20
9,4,0,0,18.5,20
10,5,0,0,20.39,20
11,6,0,0,7.72,20
12,7,0,0,16.96,20
13,8,0,0,7.74,20
14,9,0,0,18.24,20
15,10,0,0,11.61,20
16,11,0,0,12.04,20
17,12,0,0,15.74,20
18,13,0,0,10.85,20
19,14,0,0,5.35,20
20,15,0,0,12.31,20
21,16,0,0,9.06,20
22,17,0,0,15.55,20
23,18,0,0,9.89,20
24,19,0,0,22.74,20
25,20,0,0,10.38,20
26,21,0,0,14.03,20
27,22,0,0,23.7,20
28,23,0,0,5.3,20
29,24,0,0,13.37,20
30,25,0,0,6.67,20
31,26,0,0,22.74,20
32,27,0,0,20.15,20
33,28,0,0,8.61,20
34,29,0,0,10.3,20
35,30,0,0,15.33,20
36,31,0,0,20.91,20
37,32,0,0,12.52,20
38,33,0,0,8.92,20
39,34,0,0,21.02,20
40,35,0,0,8.96,20
41,36,0,0,9.45,20
42,37,0,0,12.23,20
43,38,0,0,16.04,20
44,39,0,0,18.48,20
45,40,0,0,21.21,20
46,41,0,0,19.92,20
47,42,0,0,14.83,20
48,43,0,0,21.12,20
49,44,0,0,12.22,20
50,45,0,0,5.25,20
