idx,seq,priority,emerg,weight,size(ft)
6,1,0,0,13.9,20
7,2,0,0,15.29,20
8,3,0,0,9.07,20
9,4,0,0,10.0,20
10,5,0,0,14.79,20
11,6,0,0,7.34,20
12,7,0,0,22.04,20
13,8,0,0,8.0,20
14,9,0,0,18.44,20
15,10,0,0,21.65,20
16,11,0,0,7.55,20
17,12,0,0,12.98,20
18,13,0,0,20.98,20
19,14,0,0,17.74,20
20,15,0,0,18.17,20
21,16,0,0,11.16,20
22,17,0,0,11.9,20
23,18,0,0,7.22,20
24,19,0,0,7.4,20
25,20,0,0,22.23,20
26,21,0,0,12.36,20
27,22,0,0,21.14,20
28,23,0,0,10.84,20
29,24,0,0,18.84,20
30,25,0,0,23.1,20
31,26,0,0,21.74,20
32,27,0,0,17.36,20
33,28,0,0,20.68,20
34,29,0,0,12.37,20
35,30,0,0,7.92,20
36,31,0,0,12.75,20
37,32,0,0,8.53,20
38,33,0,0,17.37,20
39,34,0,0,8.84,20
40,35,0,0,22.71,20
41,36,0,0,15.09,20
42,37,0,0,6.45,20
43,38,0,0,11.69,20
44,39,0,0,23.19,20
45,40,0,0,5.27,20
46,41,0,0,10.95,20
47,42,0,0,7.38,20
48,43,0,0,23.09,20
49,44,0,0,13.42,20
50,45,0,0,12.02,20
