idx,seq,priority,emerg,weight,size(ft)
6,1,0,0,18.77,20
7,2,0,0,21.93,20
8,3,0,0,11.22,20
9,4,0,0,21.43,20
10,5,0,0,9.58,20
11,6,0,0,10.47,20
12,7,0,0,10.75,20
13,8,0,0,5.19,20
14,9,0,0,12.22,20
15,10,0,0,12.97,20
16,11,0,0,17.16,20
17,12,0,0,5.88,20
18,13,0,0,15.25,20
19,14,0,0,20.03,20
20,15,0,0,5.31,20
21,16,0,0,6.18,20
22,17,0,0,17.18,20
23,18,0,0,15.0,20
24,19,0,0,9.24,20
25,20,0,0,18.04,20
26,21,0,0,13.37,20
27,22,0,0,9.15,20
28,23,0,0,12.73,20
29,24,0,0,6.47,20
30,25,0,0,19.91,20
31,26,0,0,12.49,20
32,27,0,0,14.74,20
33,28,0,0,9.07,20
34,29,0,0,5.6,20
35,30,0,0,11.7,20
36,31,0,0,23.42,20
37,32,0,0,8.33,20
38,33,0,0,21.42,20
39,34,0,0,14.75,20
40,35,0,0,17.58,20
41,36,0,0,17.07,20
42,37,0,0,17.71,20
43,38,0,0,8.87,20
44,39,0,0,18.07,20
45,40,0,0,23.14,20
46,41,0,0,7.65,20
47,42,0,0,8.89,20
48,43,0,0,21.37,20
49,44,0,0,12.75,20
50,45,0,0,8.37,20
