idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,1,0,0,22.0,1,122.0,0,0,20
2,6,0,0,18.57,2,218.57,0,0,20
3,5,0,0,11.77,1,111.77,0,0,20
4,1,0,1,23.01,1,123.01,1,0,20
5,2,0,0,6.79,0,6.79,2,0,20
6,5,0,1,5.55,3,305.55,3,0,20
7,2,0,1,14.09,0,14.09,4,0,20
8,5,0,2,10.44,3,310.44,5,0,20
9,3,0,0,7.64,0,7.64,6,0,20
10,6,0,1,21.12,2,221.12,7,0,20
11,2,0,2,7.44,1,107.44,8,0,20
12,6,0,2,17.66,3,317.66,9,0,20
13,3,0,1,22.16,0,22.16,10,0,20
14,3,0,2,7.71,2,207.71,11,0,20
15,4,0,0,21.94,0,21.94,12,0,20
16,3,0,3,12.17,2,212.17,13,0,20
17,1,0,2,6.27,2,206.27,14,0,20
18,4,0,1,21.89,1,121.89,15,0,20
19,2,0,3,13.94,1,113.94,16,0,20
20,4,0,2,17.75,2,217.75,17,0,20
