idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,6,0,0,20.24,2,220.24,0,0,20
2,4,0,0,18.63,2,218.63,0,0,20
3,4,0,1,6.21,3,306.21,0,0,20
4,4,0,2,6.45,3,306.45,1,0,20
5,5,0,0,22.37,2,222.37,2,0,20
6,1,0,0,8.43,0,8.43,3,0,20
7,6,0,1,22.01,3,322.01,4,0,20
8,5,0,1,14.8,3,314.8,5,0,20
9,4,0,3,10.1,3,310.1,6,0,20
10,3,0,0,18.42,0,18.42,7,0,20
11,3,0,1,8.76,3,308.76,8,0,20
12,1,0,1,18.04,0,18.04,9,0,20
13,3,0,2,18.11,3,318.11,10,0,20
14,5,0,2,14.88,3,314.88,11,0,20
15,3,0,3,18.79,3,318.79,12,0,20
16,1,0,2,21.26,1,121.26,13,0,20
17,2,0,0,18.31,0,18.31,14,0,20
18,2,0,1,13.99,1,113.99,15,0,20
19,2,0,2,18.82,1,118.82,16,0,20
20,2,0,3,21.38,2,221.38,17,0,20
