idx,loc_x,loc_y,loc_z,weight,group,score,seq,emerg,reloc,size(ft)
1,8,0,0,7.07,0,7.07,1,0,0,20
2,6,0,0,19.02,0,19.02,2,0,0,20
3,5,0,0,10.61,0,10.61,3,0,0,20
4,7,0,0,8.04,0,8.04,4,0,0,20
5,4,0,0,8.45,0,8.45,5,0,0,20
6,9,0,0,17.02,0,17.02,6,0,0,20
7,5,0,1,17.63,0,17.63,7,0,0,20
8,4,0,1,11.21,0,11.21,8,0,0,20
9,2,0,0,23.8,0,23.8,9,0,0,20
10,8,0,1,8.9,0,8.9,10,0,0,20
11,3,0,0,16.47,0,16.47,11,0,0,20
12,4,0,2,12.76,0,12.76,12,0,0,20
13,1,0,0,22.87,0,22.87,13,0,0,20
14,7,0,1,9.05,0,9.05,14,0,0,20
15,9,0,1,17.26,0,17.26,15,0,0,20
16,10,0,0,8.18,0,8.18,16,0,0,20
17,7,0,2,20.84,0,20.84,17,0,0,20
18,10,0,1,8.24,0,8.24,18,0,0,20
19,8,0,2,16.58,0,16.58,19,0,0,20
20,10,0,2,14.31,0,14.31,20,0,0,20
