idx,loc_x,loc_y,loc_z,weight,group,score,seq,emerg,reloc,size(ft)
1,3,0,0,19.67,0,19.67,1,0,0,20
2,3,0,1,22.46,0,22.46,2,0,0,20
3,5,0,0,8.25,0,8.25,3,0,0,20
4,10,0,0,13.12,0,13.12,4,0,0,20
5,7,0,0,6.11,0,6.11,5,0,0,20
6,4,0,0,11.74,0,11.74,6,0,0,20
7,4,0,1,12.75,0,12.75,7,0,0,20
8,1,0,0,5.1,0,5.1,8,0,0,20
9,4,0,2,19.65,0,19.65,9,0,0,20
10,4,0,3,21.4,0,21.4,10,0,0,20
11,7,0,1,22.09,0,22.09,11,0,0,20
12,8,0,0,8.83,0,8.83,12,0,0,20
13,1,0,1,7.69,0,7.69,13,0,0,20
14,8,0,1,17.57,0,17.57,14,0,0,20
15,9,0,0,17.5,0,17.5,15,0,0,20
16,6,0,0,6.91,0,6.91,16,0,0,20
17,6,0,1,12.06,0,12.06,17,0,0,20
18,5,0,1,22.78,0,22.78,18,0,0,20
19,1,0,2,10.48,0,10.48,19,0,0,20
20,2,0,0,14.95,0,14.95,20,0,0,20
