idx,loc_x,loc_y,loc_z,weight,group,score,seq,emerg,reloc,size(ft)
1,8,0,0,20.96,0,20.96,1,0,0,20
2,9,0,0,8.36,0,8.36,2,0,0,20
3,8,0,1,22.33,0,22.33,3,0,0,20
4,5,0,0,21.62,0,21.62,4,0,0,20
5,7,0,0,16.25,0,16.25,5,0,0,20
6,2,0,0,7.43,0,7.43,6,0,0,20
7,10,0,0,12.75,0,12.75,7,0,0,20
8,4,0,0,6.43,0,6.43,8,0,0,20
9,7,0,1,21.06,0,21.06,9,0,0,20
10,1,0,0,5.57,0,5.57,10,0,0,20
11,1,0,1,8.5,0,8.5,11,0,0,20
12,1,0,2,19.2,0,19.2,12,0,0,20
13,2,0,1,22.74,0,22.74,13,0,0,20
14,3,0,0,11.78,0,11.78,14,0,0,20
15,7,0,2,22.01,0,22.01,15,0,0,20
16,10,0,1,15.79,0,15.79,16,0,0,20
17,10,0,2,17.4,0,17.4,17,0,0,20
18,3,0,1,14.96,0,14.96,18,0,0,20
19,6,0,0,13.32,0,13.32,19,0,0,20
20,4,0,1,7.54,0,7.54,20,0,0,20
