idx,loc_x,loc_y,loc_z,weight,group,score,seq,emerg,reloc,size(ft)
1,1,0,0,13.11,0,13.11,1,0,0,20
2,1,0,1,21.21,0,21.21,2,0,0,20
3,4,0,0,9.57,0,9.57,3,0,0,20
4,6,0,0,13.21,0,13.21,4,0,0,20
5,6,0,1,16.32,0,16.32,5,0,0,20
6,10,0,0,9.84,0,9.84,6,0,0,20
7,9,0,0,8.56,0,8.56,7,0,0,20
8,6,0,2,19.13,0,19.13,8,0,0,20
9,7,0,0,9.83,0,9.83,9,0,0,20
10,3,0,0,8.78,0,8.78,10,0,0,20
11,5,0,0,19.36,0,19.36,11,0,0,20
12,3,0,1,18.92,0,18.92,12,0,0,20
13,2,0,0,8.07,0,8.07,13,0,0,20
14,7,0,1,10.67,0,10.67,14,0,0,20
15,10,0,1,14.36,0,14.36,15,0,0,20
16,8,0,0,5.26,0,5.26,16,0,0,20
17,2,0,1,9.57,0,9.57,17,0,0,20
18,2,0,2,12.22,0,12.22,18,0,0,20
19,2,0,3,20.99,0,20.99,19,0,0,20
20,8,0,1,11.46,0,11.46,20,0,0,20
