idx,loc_x,loc_y,loc_z,weight,group,score,seq,emerg,reloc,size(ft)
1,4,0,0,23.7,0,23.7,1,0,0,20
2,1,0,0,12.9,0,12.9,2,0,0,20
3,2,0,0,10.65,0,10.65,3,0,0,20
4,2,0,1,16.21,0,16.21,4,0,0,20
5,8,0,0,9.8,0,9.8,5,0,0,20
6,3,0,0,6.6,0,6.6,6,0,0,20
7,6,0,0,20.63,0,20.63,7,0,0,20
8,3,0,1,17.49,0,17.49,8,0,0,20
9,3,0,2,21.76,0,21.76,9,0,0,20
10,7,0,0,11.83,0,11.83,10,0,0,20
11,2,0,2,20.83,0,20.83,11,0,0,20
12,1,0,1,18.23,0,18.23,12,0,0,20
13,8,0,1,17.26,0,17.26,13,0,0,20
14,5,0,0,5.43,0,5.43,14,0,0,20
15,5,0,1,18.89,0,18.89,15,0,0,20
16,10,0,0,9.26,0,9.26,16,0,0,20
17,10,0,1,19.81,0,19.81,17,0,0,20
18,8,0,2,17.66,0,17.66,18,0,0,20
19,10,0,2,20.79,0,20.79,19,0,0,20
20,9,0,0,14.59,0,14.59,20,0,0,20
