idx,loc_x,loc_y,loc_z,weight,group,score,seq,emerg,reloc,size(ft)
1,2,0,0,9.34,0,9.34,1,0,0,20
2,1,0,0,5.44,0,5.44,2,0,0,20
3,2,0,1,22.36,0,22.36,3,0,0,20
4,1,0,1,14.5,0,14.5,4,0,0,20
5,3,0,0,13.33,0,13.33,5,0,0,20
6,1,0,2,20.36,0,20.36,6,0,0,20
7,3,0,1,16.86,0,16.86,7,0,0,20
8,4,0,0,15.45,0,15.45,8,0,0,20
9,5,0,0,5.57,0,5.57,9,0,0,20
10,10,0,0,20.31,0,20.31,10,0,0,20
11,6,0,0,5.56,0,5.56,11,0,0,20
12,9,0,0,11.0,0,11.0,12,0,0,20
13,5,0,1,9.53,0,9.53,13,0,0,20
14,1,0,3,21.09,0,21.09,14,0,0,20
15,6,0,1,7.49,0,7.49,15,0,0,20
16,3,0,2,17.53,0,17.53,16,0,0,20
17,7,0,0,7.38,0,7.38,17,0,0,20
18,5,0,2,15.05,0,15.05,18,0,0,20
19,6,0,2,15.3,0,15.3,19,0,0,20
20,4,0,1,18.6,0,18.6,20,0,0,20
