idx,loc_x,loc_y,loc_z,weight,group,score,seq,emerg,reloc,size(ft)
1,5,0,0,8.41,0,8.41,1,0,0,20
2,4,0,0,17.45,0,17.45,2,0,0,20
3,9,0,0,22.46,0,22.46,3,0,0,20
4,3,0,0,15.45,0,15.45,4,0,0,20
5,6,0,0,7.27,0,7.27,5,0,0,20
6,7,0,0,22.73,0,22.73,6,0,0,20
7,10,0,0,7.79,0,7.79,7,0,0,20
8,4,0,1,17.57,0,17.57,8,0,0,20
9,8,0,0,20.66,0,20.66,9,0,0,20
10,2,0,0,6.93,0,6.93,10,0,0,20
11,4,0,2,19.46,0,19.46,11,0,0,20
12,2,0,1,12.28,0,12.28,12,0,0,20
13,3,0,1,19.65,0,19.65,13,0,0,20
14,2,0,2,17.94,0,17.94,14,0,0,20
15,1,0,0,10.91,0,10.91,15,0,0,20
16,5,0,1,17.83,0,17.83,16,0,0,20
17,1,0,1,17.47,0,17.47,17,0,0,20
18,6,0,1,8.24,0,8.24,18,0,0,20
19,1,0,2,18.79,0,18.79,19,0,0,20
20,6,0,2,8.36,0,8.36,20,0,0,20
