idx,loc_x,loc_y,loc_z,weight,group,score,seq,emerg,reloc,size(ft)
1,1,0,0,6.85,0,6.85,1,0,0,20
2,10,0,0,18.94,0,18.94,2,0,0,20
3,10,0,1,20.93,0,20.93,3,0,0,20
4,10,0,2,23.28,0,23.28,4,0,0,20
5,3,0,0,17.85,0,17.85,5,0,0,20
6,9,0,0,18.86,0,18.86,6,0,0,20
7,5,0,0,12.52,0,12.52,7,0,0,20
8,6,0,0,9.11,0,9.11,8,0,0,20
9,8,0,0,6.13,0,6.13,9,0,0,20
10,9,0,1,19.84,0,19.84,10,0,0,20
11,4,0,0,21.79,0,21.79,11,0,0,20
12,1,0,1,16.67,0,16.67,12,0,0,20
13,2,0,0,6.09,0,6.09,13,0,0,20
14,2,0,1,9.76,0,9.76,14,0,0,20
15,7,0,0,5.58,0,5.58,15,0,0,20
16,8,0,1,13.98,0,13.98,16,0,0,20
17,8,0,2,21.3,0,21.3,17,0,0,20
18,2,0,2,11.14,0,11.14,18,0,0,20
19,5,0,1,15.8,0,15.8,19,0,0,20
20,6,0,1,19.49,0,19.49,20,0,0,20
