idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,5,0,0,9.79,3,309.79,1,0,20
2,4,0,0,5.3,3,305.3,2,0,20
3,4,0,1,21.5,3,321.5,3,0,20
4,2,0,0,9.71,0,9.71,4,0,20
5,2,0,1,12.75,0,12.75,5,0,20
6,3,0,0,13.15,1,113.15,6,0,20
7,1,0,0,5.14,0,5.14,7,0,20
8,2,0,2,13.05,0,13.05,8,0,20
9,1,0,1,12.81,0,12.81,9,0,20
10,3,0,1,11.35,2,211.35,10,0,20
11,1,0,2,8.82,2,208.82,11,0,20
12,1,0,3,12.45,2,212.45,12,0,20
13,6,0,0,10.05,0,10.05,13,0,20
14,6,0,1,8.7,2,208.7,14,0,20
15,6,0,2,20.94,3,320.94,15,0,20
