idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,6,0,0,13.8,2,213.8,1,0,20
2,1,0,0,23.44,1,123.44,2,0,20
3,6,0,1,17.43,3,317.43,3,1.0,20
4,1,0,1,8.83,2,208.83,4,0,20
5,5,0,0,19.88,0,19.88,5,0,20
6,5,0,1,17.57,1,117.57,6,0,20
7,6,0,2,9.85,3,309.85,7,1.0,20
8,2,0,0,23.72,0,23.72,8,0,20
9,1,0,2,6.6,3,306.6,9,0,20
10,1,0,3,9.17,3,309.17,10,0,20
11,2,0,1,6.05,1,106.05,11,0,20
12,5,0,2,22.34,1,122.34,12,0,20
13,3,0,0,14.3,0,14.3,13,0,20
14,5,0,3,12.99,2,212.99,14,1.0,20
15,3,0,1,15.71,0,15.71,15,0,20
16,5,0,4,12.32,2,212.32,16,1.0,20
17,3,0,2,13.6,1,113.6,17,0,20
18,4,0,0,9.98,0,9.98,18,0,20
19,3,0,3,23.05,2,223.05,19,0,20
20,2,0,2,9.77,1,109.77,20,0,20
21,4,0,1,12.94,0,12.94,21,0,20
22,4,0,2,19.22,0,19.22,22,0,20
23,3,0,4,6.43,3,306.43,23,0,20
