idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,6,0,0,6.53,0,0,0,20
2,2,0,0,11.56,0,0,1.0,20
3,3,0,0,11.97,0,0,1.0,20
4,2,0,1,21.74,0,0,1.0,20
5,6,0,1,22.53,0,0,1.0,20
6,6,0,2,22.52,0,0,1.0,20
7,6,0,3,13.53,0,0,1.0,20
8,2,0,2,11.0,0,0,1.0,20
9,2,0,3,13.76,0,0,1.0,20
10,4,0,0,15.0,0,0,1.0,20
11,2,0,4,15.58,1,0,1.0000000000000002,20
12,4,0,1,19.89,2,0,1.0,20
13,1,0,0,11.39,3,0,1.0,20
14,1,0,1,6.55,4,0,1.0,20
15,5,0,0,23.69,5,0,1.0,20
16,1,0,2,13.7,6,0,1.0,20
17,3,0,1,9.51,7,0,1.0,20
18,4,0,2,20.63,8,0,1.0,20
19,3,0,2,19.16,9,0,1.0,20
20,5,0,1,19.44,10,0,1.0,20
