idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,3,0,0,12.8,2,212.8,1,1.0,20
2,2,0,0,8.32,1,108.32,2,1.0,20
3,3,0,1,7.71,2,207.71,3,1.0,20
4,2,0,1,8.8,1,108.8,4,1.0,20
5,2,0,2,22.32,1,122.32,5,1.0,20
6,5,0,0,18.99,3,318.99,6,1.0,20
7,2,0,3,6.17,1,106.17,7,1.0,20
8,4,0,0,18.26,3,318.26,8,1.0,20
9,4,0,1,21.19,3,321.19,9,1.0,20
10,4,0,2,6.9,3,306.9,10,1.0,20
11,3,0,2,6.26,2,206.26,11,1.0,20
12,1,0,0,19.34,0,19.34,12,1.0,20
13,3,0,3,22.35,2,222.35,13,1.0,20
14,1,0,1,17.33,1,117.33,14,1.0,20
15,4,0,3,10.41,3,310.41,15,1.0,20
16,4,0,4,11.2,3,311.2,16,1.0,20
17,5,0,1,16.75,3,316.75,17,1.0,20
18,5,0,2,13.88,3,313.88,18,1.0,20
19,1,0,2,16.38,1,116.38,19,1.0,20
20,6,0,0,6.24,0,6.24,20,0,20
21,6,0,1,7.34,3,307.34,21,0,20
22,5,0,3,10.94,3,310.94,22,1.0,20
23,6,0,2,22.29,3,322.29,23,0,20
