idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,5,0,0,15.41,2,215.41,0,1.0,20
2,2,0,0,10.12,2,210.12,0,0,20
3,6,0,0,14.6,3,314.6,0,0,20
4,2,0,1,13.67,3,313.67,0,0,20
5,5,0,1,16.95,1,116.95,0,1.0,20
6,4,0,0,5.36,0,5.36,1,0,20
7,5,0,2,9.15,2,209.15,2,1.0,20
8,1,0,0,8.44,0,8.44,3,0,20
9,3,0,0,13.26,0,13.26,4,0,20
10,3,0,1,10.72,1,110.72,5,0,20
11,5,0,3,9.56,2,209.56,6,1.0000000000000002,20
12,1,0,1,21.23,0,21.23,7,1.0,20
13,3,0,2,16.24,1,116.24,8,0,20
14,1,0,2,21.21,0,21.21,9,1.0,20
15,4,0,1,7.29,0,7.29,10,0,20
16,6,0,1,16.37,3,316.37,11,0,20
17,4,0,2,10.96,0,10.96,12,0,20
18,3,0,3,7.94,2,207.94,13,0,20
19,1,0,3,10.78,0,10.78,14,1.0,20
20,4,0,3,22.57,0,22.57,15,0,20
