Idx, Initial_Loc_x, Initial_Loc_y, Initial_Loc_z, Initial_Rot_x, Initial_Rot_y, Initial_Rot_z, Later_Loc_x, Later_Loc_y, Later_Loc_z, Later_Rot_x, Later_Rot_y, Later_Rot_z, Weight(kg), Seq, Emerg, Reloc, Size(ft)
1, 747.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 746.905212, -0.022185, 112.556885, -0.026820, 0.000120, -0.015592, 12.280000, 0, 0, 0.000000, 0
2, 747.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 746.767151, -0.124119, 338.238708, 0.070800, 0.000142, -0.038359, 15.490000, 0, 0, 0.000000, 0
3, 747.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 746.294678, -0.312594, 564.048828, 0.153218, 0.000163, -0.057568, 16.850000, 0, 0, 1.000000, 1
4, 747.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 745.557983, -0.566626, 790.055847, 0.219644, 0.000147, -0.070488, 21.299999, 0, 0, 1.000000, 1
5, 498.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 497.922668, -0.013540, 112.839882, -0.084645, 0.012978, -0.012182, 11.100000, 0, 0, 1.000000, 1
6, 1245.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1244.941895, -0.012840, 112.979477, 0.055854, -0.000001, -0.009292, 23.770000, 0, 0, 1.000000, 1
7, 996.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 995.894287, -0.023199, 112.713112, 0.056230, 0.000012, -0.014687, 13.590000, 0, 0, 1.000000, 1
8, 996.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 995.460571, -0.125764, 338.484070, 0.177155, -0.000036, -0.038924, 13.880000, 0, 0, 1.000000, 1
9, 498.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 498.135223, -0.070227, 338.754669, -0.088676, 0.019191, -0.024599, 10.870000, 0, 0, 1.000000, 1
10, 1245.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1244.640747, -0.070060, 339.083252, 0.113700, 0.000002, -0.020983, 23.500000, 0, 0, 1.000000, 1
11, 1494.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1493.965576, -0.012951, 112.938301, 0.035881, 0.000001, -0.010614, 17.129999, 0, 0, 0.000000, 0
12, 747.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 744.895508, -0.877562, 1016.211426, 0.200940, 0.000404, -0.086527, 15.990000, 0, 0, 1.000000, 1
13, 996.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 994.543396, -0.326516, 564.269409, 0.301958, -0.000154, -0.063527, 12.820000, 0, 0, 1.000000, 1
14, 996.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 993.148132, -0.621349, 790.135315, 0.417218, -0.000318, -0.085650, 12.940000, 0, 0, 1.000000, 1
15, 249.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 251.919495, -0.064276, 115.001701, -1.311845, 0.002600, -0.004213, 9.610000, 0, 0, 1.000000, 1
16, 996.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 991.385864, -0.982407, 1016.267944, 0.472437, -0.000399, -0.096651, 23.860001, 0, 0, 1.000000, 1
17, 1245.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1244.092773, -0.176209, 565.194824, 0.173154, -0.000016, -0.032675, 14.060000, 0, 0, 1.000000, 1
18, 1494.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1493.746338, -0.077824, 339.019806, 0.097153, -0.000040, -0.023208, 18.330000, 0, 0, 0.000000, 0
19, 498.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 498.441864, -0.172511, 564.752136, -0.086506, 0.017569, -0.034035, 10.330000, 0, 0, 1.000000, 1
20, 498.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 498.989380, -0.353620, 790.882935, -0.072011, 0.014652, -0.037466, 10.300000, 0, 0, 1.000000, 1
21, 1245.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 1243.339600, -0.318454, 791.376282, 0.196332, -0.000025, -0.038257, 12.370000, 0, 0, 1.000000, 1
22, 249.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 257.272278, -0.023169, 340.952667, -1.338184, 0.003727, 0.023793, 8.200000, 0, 0, 1.000000, 1
23, 1494.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1493.310913, -0.180974, 565.200867, 0.116958, -0.000054, -0.028008, 22.650000, 0, 0, 0.000000, 0
24, 249.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 262.874390, 0.142219, 566.874146, -1.272914, 0.006050, 0.058286, 5.390000, 0, 0, 1.000000, 1
25, 249.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 267.741577, 0.443014, 792.948547, -1.219993, 0.016359, 0.083815, 5.870000, 0, 0, 1.000000, 1
