Idx, Initial_Loc_x, Initial_Loc_y, Initial_Loc_z, Initial_Rot_x, Initial_Rot_y, Initial_Rot_z, Later_Loc_x, Later_Loc_y, Later_Loc_z, Later_Rot_x, Later_Rot_y, Later_Rot_z, Weight(kg), Seq, Emerg, Reloc, Size(ft)
1, 1245.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1244.925049, -0.015061, 112.901924, 0.063030, -0.000004, -0.010360, 23.170000, 0, 0, 1.000000, 1
2, 747.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 746.901672, -0.020671, 112.799156, 0.069822, 0.000003, -0.013139, 16.270000, 0, 0, 1.000000, 1
3, 747.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 746.415649, -0.119477, 338.557495, 0.206302, -0.000048, -0.039320, 12.310000, 0, 0, 1.000000, 1
4, 747.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 745.386169, -0.321643, 564.420776, 0.330880, -0.000150, -0.063539, 15.010000, 0, 0, 1.000000, 1
5, 1245.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1244.496826, -0.096657, 338.733032, 0.198145, -0.000046, -0.035465, 13.240000, 0, 0, 1.000000, 1
6, 498.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 497.898041, -0.027325, 112.611801, -0.209868, 0.016461, -0.011519, 8.750000, 0, 0, 1.000000, 1
7, 747.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 743.869446, -0.617303, 790.264099, 0.449274, -0.000310, -0.086128, 11.140000, 0, 0, 1.000000, 1
8, 498.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 498.520233, -0.090866, 338.159515, -0.255590, 0.015897, -0.031852, 8.310000, 0, 0, 1.000000, 1
9, 498.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 499.407471, -0.210488, 563.887390, -0.193712, -0.002248, -0.045727, 11.510000, 0, 0, 1.000000, 1
10, 1245.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1243.559204, -0.273055, 564.770935, 0.286631, -0.000093, -0.054095, 23.740000, 0, 0, 1.000000, 1
11, 1494.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1493.967285, -0.012287, 112.965889, 0.035830, 0.000000, -0.010014, 17.740000, 0, 0, 0.000000, 0
12, 498.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 500.098419, -0.413898, 789.826782, -0.145833, -0.004198, -0.055003, 11.930000, 0, 0, 1.000000, 1
13, 498.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 500.776672, -0.641061, 1015.963684, -0.084741, -0.002227, -0.061130, 11.740000, 0, 0, 1.000000, 1
14, 249.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 251.637741, -0.087269, 114.695824, -1.203078, 0.011662, -0.009526, 9.990000, 0, 0, 1.000000, 1
15, 249.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 257.017670, -0.035624, 340.668274, -1.365088, -0.026269, 0.010476, 8.330000, 0, 0, 1.000000, 1
16, 996.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 995.919006, -0.017852, 112.865196, 0.063927, 0.000000, -0.011962, 14.540000, 0, 0, 1.000000, 1
17, 1245.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 1242.348145, -0.501859, 790.939453, 0.317528, -0.000120, -0.061129, 23.600000, 0, 0, 1.000000, 1
18, 1494.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1493.758911, -0.072052, 339.076263, 0.087276, -0.000036, -0.020761, 19.209999, 0, 0, 0.000000, 0
19, 249.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 262.535828, 0.031819, 566.674072, -1.398741, -0.021440, 0.024841, 10.710000, 0, 0, 1.000000, 1
20, 996.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 995.525085, -0.098343, 338.811310, 0.162322, -0.000033, -0.031024, 13.780000, 0, 0, 1.000000, 1
21, 249.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 268.637238, 0.131601, 792.725464, -1.412862, -0.002209, 0.030266, 5.730000, 0, 0, 1.000000, 1
22, 996.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 994.723633, -0.258651, 564.763184, 0.265724, -0.000107, -0.051164, 11.130000, 0, 0, 1.000000, 1
23, 747.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 741.971069, -0.982269, 1016.391663, 0.506563, -0.000385, -0.098056, 23.900000, 0, 0, 1.000000, 1
24, 1494.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1493.366577, -0.164385, 565.261658, 0.104302, -0.000040, -0.024949, 19.549999, 0, 0, 0.000000, 0
25, 996.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 993.581055, -0.480509, 790.918762, 0.304014, -0.000123, -0.060315, 20.700001, 0, 0, 1.000000, 1
