Idx, Initial_Loc_x, Initial_Loc_y, Initial_Loc_z, Initial_Rot_x, Initial_Rot_y, Initial_Rot_z, Later_Loc_x, Later_Loc_y, Later_Loc_z, Later_Rot_x, Later_Rot_y, Later_Rot_z, Weight(kg), Seq, Emerg, Reloc, Size(ft)
1, 996.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 995.923950, -0.016432, 112.897247, 0.060748, 0.000001, -0.010465, 22.719999, 0, 0, 1.000000, 1
2, 996.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 995.541992, -0.090406, 338.836578, 0.156564, -0.000022, -0.028529, 18.549999, 0, 0, 1.000000, 1
3, 747.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 746.672974, -0.069489, 112.077843, 0.232286, -0.001353, -0.043156, 5.620000, 0, 0, 1.000000, 1
4, 747.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 745.328064, -0.330639, 337.653473, 0.470442, -0.002457, -0.091170, 11.680000, 0, 0, 1.000000, 1
5, 249.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 253.307297, -0.082451, 115.624367, -1.885975, -0.006096, -0.009318, 5.940000, 0, 0, 1.000000, 1
6, 747.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 743.200439, -0.745268, 563.437195, 0.604868, -0.003349, -0.118765, 14.290000, 0, 0, 1.000000, 1
7, 1245.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1244.914185, -0.019276, 112.840286, 0.069545, -0.000002, -0.013440, 19.920000, 0, 0, 1.000000, 1
8, 996.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 994.722839, -0.248114, 564.666382, 0.286505, -0.000103, -0.052743, 11.990000, 0, 0, 1.000000, 1
9, 249.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 260.664124, -0.154326, 341.102631, -1.722398, -0.014586, -0.024515, 6.070000, 0, 0, 1.000000, 1
10, 498.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 498.304077, -0.036242, 112.456810, -0.507475, 0.002055, -0.027852, 5.140000, 0, 0, 0.000000, 0
11, 996.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 993.378723, -0.503272, 790.550781, 0.408438, -0.000232, -0.076417, 12.320000, 0, 0, 1.000000, 1
12, 996.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 991.652954, -0.828033, 1016.689453, 0.457531, -0.000284, -0.087341, 23.670000, 0, 0, 1.000000, 1
13, 249.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 267.227386, -0.161687, 566.982727, -1.579994, -0.021408, 0.020235, 9.920000, 0, 0, 1.000000, 1
14, 1245.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1244.501709, -0.104936, 338.820221, 0.164012, -0.000033, -0.031984, 22.950001, 0, 0, 1.000000, 1
15, 498.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 500.343170, -0.183548, 337.834839, -0.620846, -0.011634, -0.063062, 5.850000, 0, 0, 1.000000, 1
16, 747.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 740.630920, -1.248924, 789.405701, 0.687119, -0.003968, -0.135264, 18.049999, 0, 0, 1.000000, 1
17, 249.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 273.474670, -0.037684, 793.081970, -1.495978, -0.025817, 0.038573, 8.050000, 0, 0, 1.000000, 1
18, 1245.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1243.731445, -0.259903, 564.873596, 0.237425, -0.000085, -0.046654, 21.719999, 0, 0, 1.000000, 1
19, 498.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 502.597168, -0.436176, 563.461365, -0.495940, -0.020267, -0.077707, 10.740000, 0, 0, 1.000000, 1
20, 1245.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 1242.716675, -0.459324, 791.042664, 0.267862, -0.000107, -0.053543, 22.639999, 0, 0, 1.000000, 1
21, 498.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 504.562836, -0.747194, 789.438416, -0.429045, -0.029385, -0.086529, 14.000000, 0, 0, 1.000000, 1
22, 747.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 737.873230, -1.786369, 1015.539429, 0.732800, -0.013222, -0.143404, 17.139999, 0, 0, 1.000000, 1
23, 1494.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1493.953491, -0.011493, 113.080963, 0.044127, -0.000005, -0.006941, 16.680000, 0, 0, 0.000000, 0
24, 1494.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1493.756348, -0.044140, 339.284546, 0.043435, 0.000021, -0.008695, 22.540001, 0, 0, 0.000000, 0
25, 498.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 506.665833, -1.078170, 1015.575073, -0.399905, -0.010470, -0.090942, 6.710000, 0, 0, 1.000000, 1
