Idx, Initial_Loc_x, Initial_Loc_y, Initial_Loc_z, Initial_Rot_x, Initial_Rot_y, Initial_Rot_z, Later_Loc_x, Later_Loc_y, Later_Loc_z, Later_Rot_x, Later_Rot_y, Later_Rot_z, Weight(kg), Seq, Emerg, Reloc, Size(ft)
1, 747.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 746.812439, -0.022628, 112.888969, 0.072741, 0.012226, -0.007817, 14.280000, 0, 0, 1.000000, 1
2, 747.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 746.205322, -0.093674, 338.631134, 0.235376, 0.019082, -0.032600, 7.320000, 0, 0, 1.000000, 1
3, 747.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 745.053894, -0.256314, 564.506348, 0.369199, 0.010555, -0.058959, 10.140000, 0, 0, 1.000000, 1
4, 747.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 743.419067, -0.521684, 790.485474, 0.457587, 0.006911, -0.076564, 10.580000, 0, 0, 1.000000, 1
5, 1245.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1244.937500, -0.014256, 112.929169, 0.052599, 0.000003, -0.010036, 20.830000, 0, 0, 1.000000, 1
6, 1494.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1493.979370, -0.006048, 113.097229, 0.020074, 0.000000, -0.003408, 22.480000, 0, 0, 1.000000, 1
7, 996.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 995.879639, -0.026507, 112.646446, 0.065924, 0.000009, -0.016901, 14.190000, 0, 0, 1.000000, 1
8, 498.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 498.214874, -0.047822, 112.704636, -0.497824, 0.002398, -0.028721, 6.520000, 0, 0, 1.000000, 1
9, 498.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 500.470581, -0.216197, 338.255981, -0.837267, -0.010186, -0.070716, 5.380000, 0, 0, 1.000000, 1
10, 996.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 995.393311, -0.139972, 338.425659, 0.196535, -0.000061, -0.042466, 17.379999, 0, 0, 1.000000, 1
11, 498.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 503.770142, -0.518478, 563.950806, -0.767943, -0.027876, -0.092808, 9.600000, 0, 0, 1.000000, 1
12, 249.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 253.592407, -0.081075, 115.994904, -1.945348, -0.011612, -0.001643, 5.810000, 0, 0, 1.000000, 1
13, 249.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 261.531219, -0.220715, 341.701630, -1.948048, -0.001102, -0.043540, 6.380000, 0, 0, 1.000000, 1
14, 1245.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1244.625610, -0.079449, 338.960358, 0.127450, -0.000015, -0.024901, 19.620001, 0, 0, 1.000000, 1
15, 996.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 994.418030, -0.350049, 564.278198, 0.309869, -0.000167, -0.064874, 17.389999, 0, 0, 1.000000, 1
16, 996.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 993.024658, -0.642623, 790.225098, 0.403890, -0.000293, -0.083175, 17.129999, 0, 0, 1.000000, 1
17, 1494.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1493.884399, -0.022431, 339.301117, 0.020610, 0.000011, -0.004264, 20.900000, 0, 0, 1.000000, 1
18, 747.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 741.514160, -0.842444, 1016.630188, 0.501807, 0.007039, -0.085191, 12.990000, 0, 0, 1.000000, 1
19, 249.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 269.347626, -0.435788, 567.595703, -1.881530, -0.013892, -0.064972, 6.310000, 0, 0, 1.000000, 1
20, 1245.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1244.002075, -0.207158, 565.003052, 0.204617, -0.000063, -0.040252, 14.250000, 0, 0, 1.000000, 1
21, 1245.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 1243.118286, -0.381785, 791.172913, 0.233264, -0.000068, -0.047180, 18.750000, 0, 0, 1.000000, 1
22, 249.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 276.184631, -0.734007, 794.293030, -1.531521, -0.036684, -0.065482, 5.620000, 0, 0, 1.000000, 1
23, 498.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 506.839539, -0.888030, 789.864075, -0.688124, -0.037916, -0.102998, 11.900000, 0, 0, 1.000000, 1
24, 498.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 509.897766, -1.314340, 1016.014282, -0.703536, -0.044768, -0.118262, 8.410000, 0, 0, 1.000000, 1
25, 996.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 991.331604, -0.990397, 1016.368103, 0.450493, -0.000363, -0.092413, 23.049999, 0, 0, 1.000000, 1
