Idx, Initial_Loc_x, Initial_Loc_y, Initial_Loc_z, Initial_Rot_x, Initial_Rot_y, Initial_Rot_z, Later_Loc_x, Later_Loc_y, Later_Loc_z, Later_Rot_x, Later_Rot_y, Later_Rot_z, Weight(kg), Seq, Emerg, Reloc, Size(ft)
1, 498.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 500.393677, -0.366535, 337.950043, -0.956471, 0.010277, -0.102401, 7.870000, 0, 0, 1.000000, 1
2, 498.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 503.863159, -0.819002, 563.198853, -0.922286, 0.013997, -0.137541, 9.080000, 0, 0, 1.000000, 1
3, 498.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 507.249908, -1.393572, 788.970581, -0.780879, 0.014105, -0.154900, 19.260000, 0, 0, 1.000000, 1
4, 498.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 510.341888, -2.013512, 1015.058838, -0.736429, 0.008706, -0.163402, 20.690001, 0, 0, 1.000000, 1
5, 498.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 498.089020, -0.042510, 112.207367, -0.448017, -0.000677, -0.048900, 6.210000, 0, 0, 0.000000, 0
6, 1494.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1493.964111, -0.009255, 113.088783, 0.034233, -0.000001, -0.005483, 19.459999, 0, 0, 0.000000, 0
7, 996.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 995.787415, -0.043904, 112.554520, 0.194197, -0.000049, -0.027053, 11.790000, 0, 0, 0.000000, 0
8, 249.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 253.251312, -0.114260, 115.109909, -1.866692, 0.005576, -0.002721, 5.410000, 0, 0, 0.000000, 0
9, 249.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 260.646515, 0.011955, 340.673157, -1.756444, -0.000521, 0.069222, 7.000000, 0, 0, 0.000000, 0
10, 747.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 746.847717, -0.036018, 112.378448, 0.022038, -0.003483, -0.022688, 7.770000, 0, 0, 0.000000, 0
11, 996.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 994.701294, -0.225552, 338.217499, 0.411318, -0.000211, -0.067353, 13.830000, 0, 0, 0.000000, 0
12, 996.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 992.811646, -0.550168, 564.044556, 0.562298, -0.000400, -0.097030, 18.490000, 0, 0, 0.000000, 0
13, 1245.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1244.957764, -0.016587, 112.882957, 0.041712, -0.000006, -0.013015, 14.540000, 0, 0, 0.000000, 0
14, 747.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 746.391846, -0.197609, 337.701477, 0.195925, -0.007336, -0.062109, 7.910000, 0, 0, 0.000000, 0
15, 1245.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1244.702393, -0.092473, 338.961761, 0.108542, -0.000048, -0.025889, 20.870001, 0, 0, 0.000000, 0
16, 996.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 990.401489, -0.971460, 790.013550, 0.656676, -0.000550, -0.115754, 21.290001, 0, 0, 0.000000, 0
17, 1245.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1244.220337, -0.206294, 565.141907, 0.129708, -0.000060, -0.030833, 22.450001, 0, 0, 0.000000, 0
18, 1494.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1493.808716, -0.035186, 339.292725, 0.034053, 0.000016, -0.006855, 23.059999, 0, 0, 0.000000, 0
19, 249.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 268.012482, 0.327436, 566.218628, -1.743690, 0.000912, 0.098694, 7.430000, 0, 0, 0.000000, 0
20, 747.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 745.305725, -0.502291, 563.411926, 0.356883, -0.009636, -0.091820, 13.990000, 0, 0, 0.000000, 0
21, 249.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 274.870819, 0.666653, 792.150330, -1.665364, 0.001600, 0.073261, 10.920000, 0, 0, 0.000000, 0
22, 747.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 743.719238, -0.901139, 789.340393, 0.443952, -0.011122, -0.108813, 16.540001, 0, 0, 0.000000, 0
23, 996.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 987.707642, -1.447315, 1016.150269, 0.701292, -0.000628, -0.124953, 23.840000, 0, 0, 0.000000, 0
24, 249.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 280.411530, 0.970461, 1019.014160, -1.227364, 0.013882, 0.072326, 7.950000, 0, 0, 0.000000, 0
25, 747.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 741.764587, -1.364294, 1015.468628, 0.492432, 0.005536, -0.116941, 19.730000, 0, 0, 0.000000, 0
