idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,5,0,0,10.26,0,0,0,20
2,3,0,0,10.21,0,0,0,20
3,1,0,0,13.15,0,0,0,20
4,6,0,0,13.93,0,0,0,20
5,1,0,1,20.78,0,0,0,20
6,4,0,0,6.85,1,0,0,20
7,5,0,1,13.26,2,0,0,20
8,1,0,2,21.55,3,0,0,20
9,5,0,2,19.6,4,0,0,20
10,6,0,1,14.42,5,0,0,20
11,1,0,3,23.51,6,0,0,20
12,4,0,1,7.94,7,0,0,20
13,2,0,0,5.18,8,0,0,20
14,3,0,1,11.15,9,0,0,20
15,4,0,2,18.93,10,0,0,20
16,3,0,2,17.09,11,0,0,20
17,6,0,2,16.78,12,0,0,20
18,2,0,1,8.09,13,0,0,20
19,2,0,2,12.99,14,0,0,20
20,2,0,3,14.43,15,0,0,20
