idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,1,0,0,12.91,0,0,0.9999999999999858,20
2,6,0,0,14.01,0,0,1.0,20
3,3,0,0,15.27,0,0,1.0,20
4,5,0,0,13.73,0,0,0,20
5,6,0,1,19.86,0,0,1.0,20
6,4,0,0,7.44,0,0,1.0,20
7,5,0,1,22.18,0,0,1.0,20
8,4,0,1,20.71,0,0,1.0,20
9,6,0,2,7.28,0,0,1.0,20
10,4,0,2,10.69,0,0,1.0,20
11,2,0,0,8.5,1,0,1.0,20
12,4,0,3,22.34,2,0,1.0,20
13,1,0,1,7.03,3,0,1.0,20
14,3,0,1,18.12,4,0,1.0,20
15,2,0,1,5.89,5,0,1.0,20
16,2,0,2,12.1,6,0,1.0,20
17,3,0,2,21.23,7,0,1.0,20
18,1,0,2,7.11,8,0,1.0000000000000004,20
19,6,0,3,23.31,9,0,1.0,20
20,2,0,3,10.58,10,0,1.0,20
