idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,3,0,0,19.25,0,19.25,0,0.9999999999999858,20
2,2,0,0,19.86,0,19.86,0,1.0,20
3,2,0,1,9.11,0,9.11,0,1.0,20
4,1,0,0,16.83,0,16.83,0,1.0,20
5,1,0,1,16.57,0,16.57,0,1.0,20
6,4,0,0,8.78,0,8.78,0,1.0,20
7,1,0,2,19.21,0,19.21,0,1.0,20
8,5,0,0,7.38,0,7.38,0,0,20
9,2,0,2,17.47,0,17.47,0,1.0,20
10,2,0,3,21.68,0,21.68,0,1.0,20
11,3,0,1,6.17,0,6.17,1,1.0,20
12,2,0,4,8.45,0,8.45,2,1.0,20
13,4,0,1,12.95,0,12.95,3,1.0,20
14,3,0,2,5.54,0,5.54,4,1.0,20
15,1,0,3,5.32,0,5.32,5,1.0,20
16,4,0,2,20.27,0,20.27,6,1.0,20
17,3,0,3,16.28,0,16.28,7,1.0,20
18,5,0,1,9.5,0,9.5,8,0,20
19,1,0,4,6.58,0,6.58,9,1.0,20
20,6,0,0,21.73,0,21.73,10,0,20
