idx,seq,group,emerg,weight,size(ft)
6,1,0,0,9.65,20
7,2,0,0,17.41,20
8,3,0,0,9.92,20
9,4,0,0,23.96,20
10,5,0,0,10.14,20
11,6,0,0,23.26,20
12,7,0,0,14.83,20
13,8,0,0,8.71,20
14,9,0,0,22.98,20
15,10,0,0,20.2,20
16,11,0,0,11.18,20
17,12,0,0,8.64,20
18,13,0,0,13.17,20
19,14,0,0,11.81,20
20,15,0,0,7.6,20
21,16,0,0,13.04,20
22,17,0,0,23.34,20
23,18,0,0,7.78,20
24,19,0,0,22.99,20
25,20,0,0,18.44,20
26,21,0,0,14.61,20
27,22,0,0,20.34,20
28,23,0,0,19.96,20
29,24,0,0,13.21,20
30,25,0,0,20.91,20
31,26,0,0,14.59,20
32,27,0,0,10.67,20
33,28,0,0,8.99,20
34,29,0,0,5.29,20
35,30,0,0,5.34,20
36,31,0,0,10.37,20
37,32,0,0,14.74,20
38,33,0,0,7.0,20
39,34,0,0,15.87,20
40,35,0,0,15.47,20
