idx,seq,group,emerg,weight,size(ft)
6,1,0,0,19.91,20
7,2,0,0,7.69,20
8,3,0,0,10.59,20
9,4,0,0,8.77,20
10,5,0,0,9.92,20
11,6,0,0,9.64,20
12,7,0,0,5.46,20
13,8,0,0,15.41,20
14,9,0,0,10.81,20
15,10,0,0,22.24,20
16,11,0,0,14.69,20
17,12,0,0,11.41,20
18,13,0,0,18.23,20
19,14,0,0,8.64,20
20,15,0,0,23.98,20
21,16,0,0,10.62,20
22,17,0,0,13.39,20
23,18,0,0,8.76,20
24,19,0,0,11.36,20
25,20,0,0,15.99,20
26,21,0,0,18.42,20
27,22,0,0,9.79,20
28,23,0,0,18.81,20
29,24,0,0,19.67,20
30,25,0,0,13.78,20
31,26,0,0,6.2,20
32,27,0,0,11.55,20
33,28,0,0,19.09,20
34,29,0,0,18.77,20
35,30,0,0,23.65,20
36,31,0,0,14.11,20
37,32,0,0,20.06,20
38,33,0,0,22.52,20
39,34,0,0,18.43,20
40,35,0,0,19.11,20
