idx,seq,group,emerg,weight,size(ft)
6,1,0,0,5.1,20
7,2,0,0,10.3,20
8,3,0,0,18.74,20
9,4,0,0,18.14,20
10,5,0,0,15.08,20
11,6,0,0,18.11,20
12,7,0,0,12.98,20
13,8,0,0,22.26,20
14,9,0,0,15.11,20
15,10,0,0,22.98,20
16,11,0,0,19.04,20
17,12,0,0,20.81,20
18,13,0,0,13.95,20
19,14,0,0,12.9,20
20,15,0,0,5.14,20
21,16,0,0,10.32,20
22,17,0,0,8.3,20
23,18,0,0,5.43,20
24,19,0,0,11.02,20
25,20,0,0,5.25,20
26,21,0,0,18.55,20
27,22,0,0,23.77,20
28,23,0,0,6.6,20
29,24,0,0,15.68,20
30,25,0,0,12.7,20
31,26,0,0,9.34,20
32,27,0,0,14.45,20
33,28,0,0,23.96,20
34,29,0,0,21.1,20
35,30,0,0,10.43,20
36,31,0,0,7.9,20
37,32,0,0,10.41,20
38,33,0,0,5.18,20
39,34,0,0,22.09,20
40,35,0,0,5.53,20
