idx,seq,group,emerg,weight,size(ft)
6,1,0,0,18.84,20
7,2,0,0,20.31,20
8,3,0,0,23.99,20
9,4,0,0,23.25,20
10,5,0,0,16.08,20
11,6,0,0,22.01,20
12,7,0,0,5.39,20
13,8,0,0,6.65,20
14,9,0,0,12.83,20
15,10,0,0,15.12,20
16,11,0,0,7.32,20
17,12,0,0,10.15,20
18,13,0,0,11.61,20
19,14,0,0,20.55,20
20,15,0,0,23.23,20
21,16,0,0,10.46,20
22,17,0,0,9.6,20
23,18,0,0,15.14,20
24,19,0,0,6.14,20
25,20,0,0,17.36,20
26,21,0,0,11.83,20
27,22,0,0,8.93,20
28,23,0,0,23.24,20
29,24,0,0,7.46,20
30,25,0,0,16.78,20
31,26,0,0,19.39,20
32,27,0,0,8.21,20
33,28,0,0,15.21,20
34,29,0,0,18.88,20
35,30,0,0,17.15,20
36,31,0,0,18.48,20
37,32,0,0,19.9,20
38,33,0,0,18.09,20
39,34,0,0,15.74,20
40,35,0,0,19.72,20
