idx,seq,group,emerg,weight,size(ft)
6,1,0,0,14.75,20
7,2,0,0,9.22,20
8,3,0,0,22.91,20
9,4,0,0,16.81,20
10,5,0,0,18.66,20
11,6,0,0,8.31,20
12,7,0,0,22.41,20
13,8,0,0,5.14,20
14,9,0,0,21.81,20
15,10,0,0,22.39,20
16,11,0,0,8.0,20
17,12,0,0,6.93,20
18,13,0,0,8.98,20
19,14,0,0,7.65,20
20,15,0,0,19.93,20
21,16,0,0,21.41,20
22,17,0,0,9.13,20
23,18,0,0,5.84,20
24,19,0,0,6.04,20
25,20,0,0,11.13,20
26,21,0,0,10.96,20
27,22,0,0,5.51,20
28,23,0,0,14.8,20
29,24,0,0,18.66,20
30,25,0,0,5.99,20
31,26,0,0,6.01,20
32,27,0,0,17.31,20
33,28,0,0,23.78,20
34,29,0,0,8.39,20
35,30,0,0,8.83,20
36,31,0,0,11.44,20
37,32,0,0,7.83,20
38,33,0,0,7.93,20
39,34,0,0,14.36,20
40,35,0,0,18.43,20
