idx,seq,group,emerg,weight,size(ft)
6,1,0,0,5.14,20
7,2,0,0,20.1,20
8,3,0,0,8.17,20
9,4,0,0,18.01,20
10,5,0,0,14.77,20
11,6,0,0,20.26,20
12,7,0,0,23.95,20
13,8,0,0,5.05,20
14,9,0,0,7.16,20
15,10,0,0,19.01,20
16,11,0,0,14.78,20
17,12,0,0,21.71,20
18,13,0,0,9.6,20
19,14,0,0,15.82,20
20,15,0,0,15.86,20
21,16,0,0,15.93,20
22,17,0,0,11.35,20
23,18,0,0,6.45,20
24,19,0,0,5.9,20
25,20,0,0,9.97,20
26,21,0,0,5.71,20
27,22,0,0,22.4,20
28,23,0,0,15.59,20
29,24,0,0,9.94,20
30,25,0,0,13.63,20
31,26,0,0,12.65,20
32,27,0,0,15.23,20
33,28,0,0,13.32,20
34,29,0,0,15.12,20
35,30,0,0,13.61,20
36,31,0,0,19.3,20
37,32,0,0,5.8,20
38,33,0,0,5.26,20
39,34,0,0,21.15,20
40,35,0,0,18.41,20
