idx,seq,group,emerg,weight,size(ft)
6,1,0,0,11.71,20
7,2,0,0,19.96,20
8,3,0,0,8.09,20
9,4,0,0,5.46,20
10,5,0,0,23.41,20
11,6,0,0,21.7,20
12,7,0,0,11.82,20
13,8,0,0,13.33,20
14,9,0,0,21.37,20
15,10,0,0,20.67,20
16,11,0,0,18.87,20
17,12,0,0,13.72,20
18,13,0,0,17.59,20
19,14,0,0,6.64,20
20,15,0,0,9.93,20
21,16,0,0,11.7,20
22,17,0,0,23.23,20
23,18,0,0,19.18,20
24,19,0,0,10.26,20
25,20,0,0,22.62,20
26,21,0,0,11.58,20
27,22,0,0,14.31,20
28,23,0,0,14.17,20
29,24,0,0,22.24,20
30,25,0,0,23.22,20
31,26,0,0,17.01,20
32,27,0,0,8.32,20
33,28,0,0,22.91,20
34,29,0,0,23.41,20
35,30,0,0,9.84,20
36,31,0,0,8.05,20
37,32,0,0,13.18,20
38,33,0,0,5.62,20
39,34,0,0,9.72,20
40,35,0,0,7.32,20
