idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,4,0,0,10.45,0,10.45,1,0,20
2,4,0,1,16.75,0,16.75,2,0,20
3,3,0,0,8.29,0,8.29,3,0,20
4,6,0,0,23.26,0,23.26,4,0,20
5,2,0,0,5.11,0,5.11,5,0,20
6,4,0,2,19.5,0,19.5,6,0,20
7,3,0,1,9.55,0,9.55,7,0,20
8,3,0,2,15.36,0,15.36,8,1.0,20
9,1,0,0,6.04,0,6.04,9,0,20
10,5,0,0,14.79,0,14.79,10,0,20
11,4,0,3,20.59,0,20.59,11,0,20
12,2,0,1,10.2,0,10.2,12,0,20
13,5,0,1,14.77,0,14.77,13,0,20
14,2,0,2,13.46,0,13.46,14,0,20
15,1,0,1,9.13,0,9.13,15,0,20
16,5,0,2,21.03,0,21.03,16,0,20
17,2,0,3,18.7,0,18.7,17,0,20
18,1,0,2,9.69,0,9.69,18,0,20
19,1,0,3,12.67,0,12.67,19,0,20
20,3,0,3,12.03,0,12.03,20,1.0,20
