idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,4,0,0,13.61,0,13.61,1,0,20
2,4,0,1,15.21,0,15.21,2,0,20
3,3,0,0,12.44,0,12.44,3,0,20
4,2,0,0,5.78,0,5.78,4,0,20
5,6,0,0,12.07,0,12.07,5,1.0,20
6,4,0,2,20.31,0,20.31,6,0,20
7,2,0,1,9.51,0,9.51,7,0,20
8,2,0,2,13.77,0,13.77,8,0,20
9,3,0,1,12.58,0,12.58,9,0,20
10,5,0,0,9.37,0,9.37,10,0,20
11,4,0,3,21.86,0,21.86,11,0,20
12,4,0,4,23.65,0,23.65,12,0,20
13,3,0,2,12.79,0,12.79,13,0,20
14,2,0,3,20.21,0,20.21,14,0,20
15,3,0,3,16.88,0,16.88,15,0,20
16,6,0,1,8.2,0,8.2,16,1.0,20
17,1,0,0,5.93,0,5.93,17,0,20
18,5,0,1,15.34,0,15.34,18,0,20
19,1,0,1,6.12,0,6.12,19,0,20
20,5,0,2,22.79,0,22.79,20,0,20
