idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,5,0,0,23.29,0,0,1.0,20
2,1,0,0,12.05,0,0,1.0,20
3,4,0,0,20.59,0,0,0,20
4,1,0,1,19.73,0,0,1.0,20
5,1,0,2,15.63,0,0,1.0,20
6,3,0,0,8.82,0,0,0,20
7,3,0,1,12.87,0,0,0,20
8,1,0,3,7.25,0,0,1.0,20
9,5,0,1,10.45,0,0,1.0,20
10,5,0,2,18.73,0,0,1.0,20
11,6,0,0,7.76,1,0,0,20
12,6,0,1,9.27,2,0,0,20
13,2,0,0,6.14,3,0,0,20
14,2,0,1,7.65,4,0,0,20
15,3,0,2,13.67,5,0,0,20
16,3,0,3,21.25,6,0,0,20
17,4,0,1,23.95,7,0,0,20
18,2,0,2,9.67,8,0,0,20
19,6,0,2,11.65,9,0,0,20
20,2,0,3,10.15,10,0,0,20
