idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,5,0,0,9.15,0,9.15,0,1.0,20
2,5,0,1,7.77,0,7.77,0,1.0,20
3,5,0,2,21.04,0,21.04,0,1.0,20
4,4,0,0,15.42,0,15.42,1,0,20
5,5,0,3,21.39,0,21.39,2,1.0,20
6,4,0,1,20.89,0,20.89,3,1.0,20
7,3,0,0,9.91,0,9.91,4,0,20
8,4,0,2,19.25,0,19.25,5,1.0,20
9,6,0,0,18.85,0,18.85,6,0,20
10,3,0,1,12.05,0,12.05,7,0,20
11,6,0,1,19.63,0,19.63,8,0,20
12,2,0,0,7.31,0,7.31,9,0,20
13,3,0,2,16.45,0,16.45,10,0,20
14,3,0,3,18.84,0,18.84,11,0,20
15,3,0,4,19.09,0,19.09,12,0,20
16,4,0,3,18.27,0,18.27,13,1.0,20
17,5,0,4,12.96,0,12.96,14,1.0,20
18,1,0,0,5.49,0,5.49,15,0,20
19,6,0,2,21.31,0,21.31,16,0,20
20,2,0,1,7.38,0,7.38,17,0,20
21,2,0,2,11.78,0,11.78,18,0,20
22,2,0,3,17.14,0,17.14,19,0,20
23,1,0,1,6.71,0,6.71,20,0,20
