idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,6,0,0,12.41,0,12.41,0,0,20
2,5,0,0,21.41,0,21.41,0,1.0,20
3,1,0,0,10.91,0,10.91,0,0,20
4,4,0,0,6.0,0,6.0,1,0,20
5,5,0,1,20.97,0,20.97,2,1.0,20
6,6,0,1,16.92,0,16.92,3,0,20
7,1,0,1,13.0,0,13.0,4,0,20
8,1,0,2,18.31,0,18.31,5,0,20
9,5,0,2,10.31,0,10.31,6,1.0,20
10,4,0,1,8.59,0,8.59,7,0,20
11,6,0,2,22.43,0,22.43,8,0,20
12,6,0,3,22.52,0,22.52,9,0,20
13,2,0,0,5.69,0,5.69,10,0,20
14,4,0,2,15.13,0,15.13,11,0,20
15,2,0,1,8.01,0,8.01,12,0,20
16,6,0,4,23.56,0,23.56,13,0,20
17,2,0,2,13.04,0,13.04,14,0,20
18,3,0,0,5.01,0,5.01,15,0,20
19,4,0,3,21.0,0,21.0,16,0,20
20,2,0,3,14.56,0,14.56,17,0,20
21,3,0,1,7.74,0,7.74,18,0,20
22,3,0,2,13.22,0,13.22,19,0,20
23,3,0,3,18.52,0,18.52,20,0,20
