idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,6,0,0,23.88,0,23.88,0,0,20
2,1,0,0,5.46,0,5.46,0,0,20
3,1,0,1,9.29,0,9.29,0,0,20
4,5,0,0,21.92,0,21.92,1,0,20
5,4,0,0,9.62,0,9.62,2,0,20
6,4,0,1,15.83,0,15.83,3,0,20
7,1,0,2,9.3,0,9.3,4,0,20
8,3,0,0,7.46,0,7.46,5,0,20
9,3,0,1,13.89,0,13.89,6,0,20
10,5,0,1,22.72,0,22.72,7,0,20
11,3,0,2,14.81,0,14.81,8,0,20
12,5,0,2,23.56,0,23.56,9,0,20
13,4,0,2,19.04,0,19.04,10,0,20
14,3,0,3,22.2,0,22.2,11,1.0,20
15,2,0,0,6.96,0,6.96,12,0,20
16,4,0,3,21.96,0,21.96,13,0,20
17,3,0,4,21.64,0,21.64,14,1.0,20
18,2,0,1,16.7,0,16.7,15,0,20
19,2,0,2,16.96,0,16.96,16,0,20
20,1,0,3,12.16,0,12.16,17,0,20
21,4,0,4,22.99,0,22.99,18,0,20
22,2,0,3,19.9,0,19.9,19,0,20
23,1,0,4,12.48,0,12.48,20,0,20
