idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,3,0,0,11.83,1,0,0,20
2,3,0,1,17.59,2,0,1.000000000000003,20
3,5,0,0,21.05,3,0,0,20
4,2,0,0,5.35,4,0,0,20
5,1,0,0,15.2,5,0,1.0,20
6,2,0,1,8.42,6,0,1.0,20
7,2,0,2,10.76,7,0,0.9999999999999968,20
8,3,0,2,17.44,8,0,1.000000000000003,20
9,4,0,0,14.33,9,0,0.9999999999999967,20
10,1,0,1,5.49,10,0,1.0,20
11,3,0,3,18.3,11,0,1.000000000000003,20
12,1,0,2,5.85,12,0,1.0,20
13,4,0,1,7.67,13,0,0.9999999999999968,20
14,2,0,3,8.72,14,0,1.0,20
15,1,0,3,5.27,15,0,1.0,20
