idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,2,0,0,11.57,3,311.57,0,0,20
2,4,0,0,11.55,1,111.55,0,0,20
3,1,0,0,8.62,1,108.62,0,0,20
4,3,0,0,19.05,3,319.05,0,0,20
5,1,0,1,11.17,2,211.17,0,0,20
6,5,0,0,20.21,2,220.21,0,0,20
7,4,0,1,8.76,2,208.76,0,0,20
8,6,0,0,8.45,1,108.45,1,1.0,20
9,5,0,1,23.22,3,323.22,2,1.0,20
10,6,0,1,20.09,0,20.09,3,1.0,20
11,1,0,2,15.83,2,215.83,4,0,20
12,6,0,2,16.27,0,16.27,5,1.0,20
13,5,0,2,12.64,3,312.64,6,1.0,20
14,6,0,3,5.57,1,105.57,7,1.0,20
15,6,0,4,5.48,1,105.48,8,1.0,20
