idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,5,0,0,7.66,0,7.66,0,0,20
2,1,0,0,21.78,0,21.78,0,0.9999999999999716,20
3,3,0,0,10.26,0,10.26,0,1.0,20
4,4,0,0,16.7,0,16.7,0,0.9999999999999716,20
5,5,0,1,12.83,0,12.83,0,0,20
6,3,0,1,6.66,0,6.66,0,1.0,20
7,5,0,2,13.79,0,13.79,0,0,20
8,2,0,0,7.17,0,7.17,1,1.0,20
9,4,0,1,11.25,0,11.25,2,0.9999999999999716,20
10,4,0,2,23.26,0,23.26,3,0.9999999999999716,20
11,2,0,1,10.09,0,10.09,4,1.0,20
12,1,0,1,8.33,0,8.33,5,1.0,20
13,2,0,2,9.88,0,9.88,6,1.0,20
14,3,0,2,13.09,0,13.09,7,1.0,20
15,6,0,0,23.99,0,23.99,8,0,20
